pes_calls,iter_steps,tot_time,saddle_energy,saddle_fmax,success,method,dimer_rot,dimer_trans,init_energy,barrier,mol_id,spin,scf,rmsd_init_saddle,nghost,min_energy,rmsd_min_sad,rmsd_min_init
30,25,24.0,-7217.537596,0.008,True,Sella,n/a,n/a,-7216.59937,-0.9382260000002134,035,singlets,,0.40174295282366385,0,-7220.243833,1.2846756020647763,0.5065700066458974
23,14,98.0,-9313.322135,0.0058,True,Sella,n/a,n/a,-9312.469548,-0.8525870000012219,036,doublets,,0.16000853562561926,0,-9315.677172,1.2682877142649007,1.7874755397714637
42,31,455.0,-9443.734736,0.0084,True,Sella,n/a,n/a,-9441.385473,-2.3492630000000645,036,singlets,,2.3588128897652276,0,-9450.823744,0.871881919632774,1.1674490982662293
19,13,87.0,-8286.796845,0.008,True,Sella,n/a,n/a,-8286.572586,-0.22425900000052934,037,doublets,,0.18693557266954478,0,-8289.515504,1.6546766265836095,1.4832018903530646
37,28,30.0,-4219.213493,0.0053,True,Sella,n/a,n/a,-4218.000825,-1.2126680000001215,037,singlets,,0.5108937425481406,0,-4224.06042,0.5743749960705156,0.4218335351456054
32,14,361.0,-8462.227536,0.0079,True,Sella,n/a,n/a,-8459.92391,-2.303626000000804,038,doublets,,0.38647259300734954,0,-8464.708314,1.6370738781862193,1.2236144830223312
44,33,207.0,-9325.65458,0.0086,True,Sella,n/a,n/a,-9322.609263,-3.045317000000068,038,singlets,,0.99452597916764,0,-9333.292947,0.6992628680378189,0.9485533030975328
29,15,119.0,-5262.648163,0.0072,True,Sella,n/a,n/a,-5261.275653,-1.3725100000001476,039,doublets,,0.6016942834995832,0,-5263.360548,1.3136088179752883,0.8249437138187957
88,76,381.0,-5274.587551,0.0069,True,Sella,n/a,n/a,-5272.574379,-2.0131719999999405,039,singlets,,2.291146210541386,0,-5281.416305,3.7090058038331137,0.40109818753300575
25,21,51.0,-5175.037566,0.0057,True,Sella,n/a,n/a,-5174.64508,-0.3924859999997352,040,doublets,,0.2582996427863586,0,-5177.729431,0.3520107448948159,0.41801214628119426
37,25,312.0,-10386.798915,0.0087,True,Sella,n/a,n/a,-10378.405843,-8.393071999998938,040,singlets,,0.7261282547956842,0,-10389.716489,1.4579818953241572,0.46793038873247983
27,21,129.0,-9312.150702,0.0096,True,Sella,n/a,n/a,-9312.501515,0.350812999999107,041,doublets,,0.2359597796073878,0,-9316.111412,0.4243588099328282,0.35238826468153894
35,29,368.0,-9447.526142,0.0079,True,Sella,n/a,n/a,-9446.609929,-0.9162130000004254,041,singlets,,1.8396287307988244,0,-9451.041333,3.357024984950898,2.951777161198321
20,12,22.0,-4203.7008,0.0068,True,Sella,n/a,n/a,-4202.083937,-1.6168629999992845,042,doublets,,0.18859105209715027,0,-4206.908826,0.722169287127643,0.6649484572828565
49,39,231.0,-7268.578424,0.0099,True,Sella,n/a,n/a,-7265.339456,-3.2389680000005683,042,singlets,,0.4317821821482638,0,-7274.80364,3.0631627780523463,0.6064763969568987
25,15,95.0,-8285.667239,0.0033,True,Sella,n/a,n/a,-8285.828074,0.1608349999987695,043,doublets,,0.23678634408484503,0,-8288.660549,0.8502777404104142,0.9832497603226109
34,28,244.0,-7334.981241,0.007,True,Sella,n/a,n/a,-7334.136663,-0.8445780000001832,043,singlets,,2.3065256322355636,0,-7338.401605,4.290202642101545,0.9723817200651427
25,12,97.0,-7318.187755,0.0026,True,Sella,n/a,n/a,-7317.455807,-0.7319479999996474,044,doublets,,0.14419078901065774,0,-7320.458559,0.4404508972463396,0.5200274322803367
40,24,247.0,-10386.43925,0.0054,True,Sella,n/a,n/a,-10384.883337,-1.555913000000146,044,singlets,,0.5386799694818424,0,-10389.166409,1.1268128888035258,2.56641054770584
38,22,341.0,-9433.025672,0.0077,True,Sella,n/a,n/a,-9431.300966,-1.7247059999990597,045,doublets,,0.45967533896524,0,,1.2961396913590257,1.707662353406601
46,35,32.0,-5189.497354,0.0077,True,Sella,n/a,n/a,-5187.196024,-2.3013300000002346,045,singlets,,0.5196684298788171,0,-5192.991172,0.2137051144853167,0.547841370531432
25,17,190.0,-6350.860979,0.0051,True,Sella,n/a,n/a,-6349.743459,-1.1175199999997858,046,doublets,,0.3438100557450213,0,-6352.15799,0.3593948598978049,0.13575668791102535
117,111,888.0,-6331.665243,0.0061,True,Sella,n/a,n/a,-6329.348738,-2.3165050000006886,046,singlets,,1.3531063737434044,0,-6337.991814,3.0916428443259343,0.4340360600903922
21,16,310.0,-8462.147482,0.0044,True,Sella,n/a,n/a,-8460.568838,-1.578644000001077,047,doublets,,0.322878853107049,0,-8464.676835,0.19909260332838946,0.37943277292505584
136,89,577.0,-9330.559704,0.0069,True,Sella,n/a,n/a,-9326.081142,-4.478561999998419,047,singlets,,2.657789458963103,0,-9333.292939,1.6482544061743891,2.2626330073753436
21,11,76.0,-5262.148056,0.0062,True,Sella,n/a,n/a,-5261.503256,-0.644800000000032,048,doublets,,0.1709388823975889,0,-5263.484861,0.47511221972343004,0.5430858569080322
42,25,271.0,-11355.580529,0.0057,True,Sella,n/a,n/a,-11353.834305,-1.7462240000004385,048,singlets,,0.4923679131271159,0,-11355.793095,0.5237471878683354,0.1775462600217418
17,12,76.0,-6263.234958,0.0046,True,Sella,n/a,n/a,-6262.449816,-0.7851419999997233,049,doublets,,0.1818177146623424,0,-6265.016247,2.3771312388144112,2.4181284385862956
25,14,289.0,-8445.616778,0.0089,True,Sella,n/a,n/a,-8443.051905,-2.564872999999352,049,singlets,,0.2063233324588645,0,-8446.310364,0.1888104856029346,0.3308889417081012
70,62,390.0,-9314.624963,0.0082,True,Sella,n/a,n/a,-9308.791528,-5.833435000000463,050,doublets,,3.5373971111983282,0,-9315.647222,0.9182187654462635,0.3362679627553774
59,31,235.0,-5275.140268,0.006,True,Sella,n/a,n/a,-5271.984418,-3.1558500000001004,050,singlets,,0.5764271475070143,0,-5281.416329,0.3325219340058167,0.3951939848059104
29,21,33.0,-4204.781116,0.0082,True,Sella,n/a,n/a,-4199.98943,-4.791686000000482,051,doublets,,0.4108672141355777,0,-4206.90882,0.31318186161386186,0.2725522982711902
45,36,556.0,-9444.10574,0.0079,True,Sella,n/a,n/a,-9440.94983,-3.155910000001313,051,singlets,,3.3130651177462767,0,-9451.025031,0.8460243922192091,1.41916706422947
23,16,181.0,-10398.228719,0.0082,True,Sella,n/a,n/a,-10398.330766,0.10204699999849254,052,doublets,,0.3640834483828454,0,-10401.257405,1.892763964699369,3.1902817399835897
25,19,121.0,-9328.327656,0.0053,True,Sella,n/a,n/a,-9327.32964,-0.9980159999995522,052,singlets,,0.5141873754691962,0,-9331.272101,0.5030603133086583,0.3980694557647758
25,17,214.0,-7407.148854,0.0072,True,Sella,n/a,n/a,-7406.031423,-1.1174309999996694,053,doublets,,0.36233135829086754,0,-7408.447885,0.3718564002595719,0.12329878690232281
32,19,26.0,-5244.562428,0.0092,True,Sella,n/a,n/a,-5243.517405,-1.0450230000005831,053,singlets,,0.43061061028476916,0,-5249.130446,0.39750892058688553,0.3424146048057642
18,10,113.0,-10371.048944,0.0084,True,Sella,n/a,n/a,-10370.685074,-0.3638699999992241,054,doublets,,0.11472701831959357,0,-10371.783042,1.147747219513178,1.160713300654365
48,31,435.0,-9445.387964,0.0098,True,Sella,n/a,n/a,-9445.498739,0.11077500000101281,054,singlets,,1.2407039093251295,0,-9450.986913,1.6497553771209432,3.649155818216884
36,31,186.0,-7317.766842,0.0055,True,Sella,n/a,n/a,-7317.208627,-0.5582150000000183,055,doublets,,1.1207916825359923,0,-7321.238629,1.194455141699248,2.430507505979602
40,29,539.0,-9444.140145,0.0041,True,Sella,n/a,n/a,-9441.55089,-2.589254999998957,055,singlets,,1.1062185967549223,0,-9450.911274,1.2346980752246595,1.101222952065929
20,12,193.0,-8430.172373,0.0069,True,Sella,n/a,n/a,-8429.584397,-0.5879759999988892,056,doublets,,0.3446113820517284,0,-8432.526901,0.9114323312767418,0.9424557430554199
41,25,145.0,-8273.802261,0.0059,True,Sella,n/a,n/a,-8272.224365,-1.5778960000006919,056,singlets,,0.4993175178333372,0,-8276.587036,0.8036504601976784,0.873952693094905
28,24,264.0,-10370.437892,0.0051,True,Sella,n/a,n/a,-10367.796715,-2.641176999999516,057,doublets,,0.3640521483865617,0,-10372.631266,0.503791451367845,2.1293603055274257
45,29,343.0,-8389.765189,0.0068,True,Sella,n/a,n/a,-8387.594037,-2.1711519999989832,057,singlets,,0.9675140232527555,0,-8394.565679,0.27507527244858254,0.865621850840198
26,16,29.0,-4201.911539,0.0053,True,Sella,n/a,n/a,-4201.44478,-0.4667589999999109,058,doublets,,0.26405758407302365,0,-4204.553856,0.652360806969689,0.8401607676473797
45,34,182.0,-10294.409951,0.0098,True,Sella,n/a,n/a,-10292.243916,-2.1660350000001927,058,singlets,,0.3854647841321927,0,-10299.32933,0.9317627276006136,0.740100634921203
23,14,37.0,-8258.172186,0.0079,True,Sella,n/a,n/a,-8257.065983,-1.1062029999993683,059,doublets,,0.22000200958266572,0,-8258.877995,0.15792792562401312,0.15261148132224855
46,35,32.0,-5189.497219,0.0053,True,Sella,n/a,n/a,-5187.194389,-2.3028299999996307,059,singlets,,0.5075644684188998,0,-5192.991176,0.2231066735214549,0.5426096122133314
21,14,40.0,-8254.104854,0.0038,True,Sella,n/a,n/a,-8253.486574,-0.6182799999987765,060,doublets,,0.16768084460547028,0,-8256.969279,3.24965725941121,3.541268240541549
54,33,43.0,-6213.09145,0.0098,True,Sella,n/a,n/a,-6208.884211,-4.2072390000003,060,singlets,,0.5090952366326416,0,-6215.415353,0.2678795726293033,0.5417978292794495
35,18,238.0,-8376.303316,0.004,True,Sella,n/a,n/a,-8374.40443,-1.8988859999990382,061,doublets,,0.46439622527211827,0,-8376.669657,2.1499695532756586,2.326155814285254
35,23,138.0,-7299.813826,0.0054,True,Sella,n/a,n/a,-7297.483643,-2.3301830000000336,061,singlets,,0.23283616238969432,0,-7306.953771,0.4259875003697441,0.43624857365839875
21,12,219.0,-7407.058194,0.0094,True,Sella,n/a,n/a,-7405.008601,-2.0495929999997315,062,doublets,,0.35917394397253743,21,-7408.259426,1.5821719885853436,0.9887598490019622
51,41,36.0,-4187.261399,0.0064,True,Sella,n/a,n/a,-4185.251465,-2.009933999999703,062,singlets,,0.37102901341803113,0,-4191.389331,0.41022361782602673,0.5058554109987751
27,14,109.0,-7288.70581,0.008,True,Sella,n/a,n/a,-7287.209081,-1.496729000000414,063,doublets,,0.364940654792186,0,-7288.80428,0.5292131754353835,0.651303881647779
76,27,254.0,-7274.501578,0.0093,True,Sella,n/a,n/a,-7263.621491,-10.880087000000458,063,singlets,,0.4640389268939805,0,-7274.803663,1.1428329498442649,0.8011135201794115
28,13,32.0,-6232.333201,0.0055,True,Sella,n/a,n/a,-6230.734033,-1.5991680000006454,064,doublets,,0.3917056600959505,0,-6232.423797,0.5349275841714655,0.8849736145600292
26,16,26.0,-6245.096204,0.0084,True,Sella,n/a,n/a,-6243.210424,-1.8857800000005227,064,singlets,,0.21697135830645176,0,-6250.250609,0.9868061395428191,0.5242968701818373
27,19,322.0,-6348.441974,0.0084,True,Sella,n/a,n/a,-6347.021015,-1.420959000000039,065,doublets,,0.44988798824465237,0,-6352.102268,1.9781559406905267,2.4486742463765667
39,30,32.0,-4219.213494,0.0025,True,Sella,n/a,n/a,-4218.003512,-1.2099819999993997,065,singlets,,0.49074535396523467,0,-4224.060459,0.5645541082173081,0.42440367408912566
38,30,197.0,-7287.369792,0.0098,True,Sella,n/a,n/a,-7283.736206,-3.6335860000008324,066,doublets,,1.0374748898119286,0,-7289.527376,0.2412751746480333,0.9626761481794011
236,200,190.0,-4218.415712,1.0032,True,Sella,n/a,n/a,-4215.362077,-3.053635000000213,066,singlets,,2.4374845505255367,0,-4224.060452,1.7248911237080873,0.590580534049498
29,22,356.0,-7373.002364,0.0068,True,Sella,n/a,n/a,-7371.45736,-1.545003999999608,067,doublets,,1.365260438034101,0,-7376.282554,1.2877264143557212,1.7671472921571736
43,27,379.0,-9445.218022,0.0038,True,Sella,n/a,n/a,-9445.356383,0.13836100000116858,067,singlets,,1.2789881632277518,0,-9450.856026,1.7552333754284684,0.7427257688976544
42,22,451.0,-10398.087268,0.0065,True,Sella,n/a,n/a,-10396.688559,-1.398708999999144,068,doublets,,0.6909953760685693,0,-10401.262835,3.5272700008696645,1.5368723363922527
47,22,373.0,-8443.973851,0.006,True,Sella,n/a,n/a,-8441.253462,-2.7203890000000683,068,singlets,,0.3506169691680224,0,-8450.283659,0.8240449971103148,0.8186343269761586
23,11,206.0,-10399.682457,0.0066,True,Sella,n/a,n/a,-10399.38072,-0.3017370000015944,069,doublets,,0.31267342091572425,0,-10401.285206,0.6575006118710858,1.02278492978787
49,39,251.0,-9328.232946,0.0082,True,Sella,n/a,n/a,-9327.279411,-0.9535350000005565,069,singlets,,0.7649974622937064,0,-9333.29297,2.9717354910513576,1.6423489803145275
19,10,79.0,-9311.83843,0.0087,True,Sella,n/a,n/a,-9311.415872,-0.42255800000020827,070,doublets,,0.1994598506034633,0,-9314.402115,1.2930230907709617,1.2717809915960134
36,23,426.0,-9445.232146,0.0061,True,Sella,n/a,n/a,-9444.048084,-1.1840620000002673,070,singlets,,1.5733956938351403,0,-9451.14287,1.9886167183768002,3.645167042115526
29,15,111.0,-7288.705783,0.0069,True,Sella,n/a,n/a,-7287.178129,-1.5276540000004388,071,doublets,,0.302948072692022,0,-7290.303935,0.2555451908312899,0.29317324020212193
25,18,17.0,-4189.583467,0.0055,True,Sella,n/a,n/a,-4186.011433,-3.5720340000007127,071,singlets,,0.5207663581555607,0,-4192.05389,0.6422514688112043,0.6597290708344957
16,10,70.0,-7286.334328,0.0091,True,Sella,n/a,n/a,-7285.354173,-0.9801550000001953,072,doublets,,0.14983103714464283,0,-7290.356751,1.0598085865021272,0.8629505514677079
22,18,158.0,-7334.834428,0.0067,True,Sella,n/a,n/a,-7333.880564,-0.9538640000000669,072,singlets,,0.3068043838772792,0,-7338.334223,2.3791850019765186,1.5910146724713659
